1,3412 0 0.1225087925 0 0 0 0 150 0 0 13954.9 2250 418 5 0 0 410 0 0 3
1,3567 0 0.120829829 0 0 0 0 150 0 0 12585.22 2339 431 176 0 0 255 0 0 0
1,3586 0 0.0153374233 0 0 0 0 150 0 0 688.33 2583 55 0 0 0 55 0 0 0
0,3681 0 0.1331160011 -2105 0 0 0 150 0 0 11981.8 2981 490 1 0 0 478 0 0 11
1,3504 0 0.0105593607 0 0 0 0 150 0 0 44 2455 37 0 0 0 35 0 0 2
0,3681 -160 0.1064928009 -526.5 0 0 0 0 0 0 15844.95 2771 392 0 0 0 392 0 0 0
1,3618 0 0 0 0 0 0 0 0 0 0 2593 0 0 0 0 0 0 0 0
1,3611 0 0.0553863196 0 0 0 0 150 0 0 3904.94 2622 200 7 0 0 193 0 0 0
0,3681 0 0.0684596577 0 406 0 0 0 0 0 8793.17 2642 252 197 2 0 53 0 0 0
1,3474 0 0.0296488198 0 0 0 0 150 0 0 3203.25 2348 103 0 0 0 103 0 0 0
0,3681 0 0.0600380331 0 0 0 0 150 0 0 9782.74 2691 221 0 0 0 221 0 0 0
1,3399 0 0.0029420418 0 0 0 0 0 0 0 61 2318 10 0 0 0 9 0 0 1
0,3681 0 0.0165715838 0 0 0 0 300 0 0 2509.84 2005 61 60 0 0 0 0 0 1
0,3681 0 0.0806845966 0 0 0 0 150 0 0 10992.58 2769 297 193 0 0 104 0 0 0
1,3469 0 0.1081003171 0 0 0 0 150 0 0 9450.42 2348 375 173 0 0 198 0 0 4
0,3681 0 0.061668025 -37.75 0 0 0 35 0 0 28433.96 2691 227 0 0 0 226 0 0 1
1,3343 0 0.0616212982 -49 0 0 0 150 0 0 6491.61 2269 206 0 0 0 201 0 0 5
1,3460 0 0.0063583815 0 0 0 0 150 0 0 576.63 1730 22 0 0 0 22 0 0 0
1,3576 0 0.0302013423 0 0 0 0 150 0 0 3237.33 2446 108 30 0 0 77 0 0 1
1,3366 -120 0.0986333928 0 0 0 0 300 0 0 9556.35 2251 332 158 0 0 174 0 0 0
1,3547 0 0 0 0 0 0 0 0 0 0 2446 0 0 0 0 0 0 0 0
1,3668 0 0.1927480916 0 0 0 0 150 0 0 35271.09 2681 707 11 0 0 693 0 0 3
0,3681 0 0.0279815268 0 0 0 0 150 0 0 5654.5 2681 103 0 0 0 102 0 0 1
1,3550 0 0.0571830986 0 0 0 0 150 0 0 9766.1 2446 203 130 0 0 73 0 0 0
0,3681 0 0.0741646292 0 0 0 0 0 0 0 14992.51 2691 273 224 0 0 49 0 0 0
1,3419 0 0.0155016087 -49 0 0 0 150 0 0 2282.9 2201 53 0 0 0 53 0 0 0
1,3351 0 0.0122351537 0 0 0 0 450 0 0 635.87 2191 41 3 0 0 38 0 0 0
1,3434 0 0 0 0 0 0 0 0 0 0 2338 0 0 0 0 0 0 0 0
0,3681 0 0.0423797881 0 0 0 0 480 0 0 20271.53 2769 156 49 0 0 105 0 0 2
0,3681 0 0.0459114371 0 0 0 0 0 0 0 7634.87 2642 169 24 0 0 144 0 0 1
0,3681 0 0.0529747351 0 0 0 0 150 0 0 3228.47 2691 195 38 0 0 157 0 0 0
0,3681 0 0.0850312415 0 0 0 0 1200 0 0 5189.82 2691 313 33 0 0 275 0 0 5
1,3558 0 0 -49 0 0 0 150 0 0 0 2495 0 0 0 0 0 0 0 0
0,3681 0 0.0271665308 0 0 0 0 220 0 0 2211.59 2691 100 0 0 0 100 0 0 0
0,3681 0 0 0 0 0 0 150 0 0 0 2691 0 0 0 0 0 0 0 0
1,3449 0 0.1084372282 0 0 0 0 200 0 0 13155.48 2377 374 0 0 0 371 0 0 3
0,3681 0 0.1773974463 0 0 0 0 150 0 0 24746.62 2891 653 215 0 0 435 0 0 3
0,3681 0 0.0334148329 0 0 0 0 630 0 0 6240.57 2691 123 0 0 0 123 0 0 0
0,3681 0 0.043194784 0 0 0 0 150 0 0 6289.4 2691 159 1 0 0 157 0 1 0
1,3489 0 0.067927773 0 0 0 0 150 0 0 9030.39 2348 237 77 0 0 159 0 0 1
0,3681 0 0.0635696822 0 0 0 0 150 0 0 8679.4 2730 234 170 0 0 64 0 0 0
1,3604 0 0.0774139845 -903 0 0 0 454 0 0 2971.47 2466 279 0 0 0 279 0 0 0
1,3550 0 0.0050704225 0 0 0 0 150 0 0 527.16 2407 18 0 0 0 18 0 0 0
0,3681 0 0.0108666123 0 0 0 0 0 0 0 963.68 2397 40 0 0 0 39 0 0 1
1,3672 0 0.0046296296 0 0 0 0 150 0 0 349.25 2642 17 0 0 0 17 0 0 0
1,3552 0 0.0228040541 -441 0 0 0 360 0 0 333.69 2066 81 26 0 0 55 0 0 0
0,3681 0 0.0760662863 0 0 0 0 150 0 0 10022.57 2730 280 145 0 0 133 0 0 2
1,3411 0 0.242157725 0 0 0 0 150 0 0 57471.53 2250 826 0 0 0 814 0 0 12
0,3681 0 0.0135832654 0 0 0 0 0 0 0 1391.24 2769 50 22 0 0 28 0 0 0
1,3567 0 0.0485001402 0 0 0 0 150 0 0 4615.07 2495 173 0 0 0 172 0 0 1
1,3317 0 0.0006029545 0 0 0 0 150 0 0 0 2103 2 0 0 0 2 0 0 0
0,3681 0 0.0619396903 0 0 0 0 300 0 0 12470.11 2250 228 16 0 0 211 0 1 0
0,3681 0 0.0067916327 0 0 0 0 300 0 0 516.87 2730 25 2 0 0 23 0 0 0
0,3681 -936 0.0407497963 0 0 0 0 150 0 0 7455.96 2691 150 64 0 0 86 0 0 0
0,3681 0 0.0203748981 0 0 0 0 150 0 0 3665.96 2691 75 0 0 0 75 0 0 0
1,3489 0 0.022642591 0 0 0 0 150 0 0 9849.33 2348 79 0 0 0 79 0 0 0
0,3681 0 0.0738929639 0 0 0 0 300 0 0 18115.13 2730 272 216 0 0 56 0 0 0
0,3681 0 0.0067916327 0 0 0 0 0 0 0 571.52 2769 25 0 0 0 25 0 0 0
0,3681 0 0.0024449878 0 0 0 0 150 0 0 203.34 2691 9 2 0 0 7 0 0 0
1,3509 0 0.0256483329 0 0 0 0 150 0 0 3123.12 2397 90 1 0 0 89 0 0 0
0,3681 0 0.0695463189 0 0 0 0 0 0 0 4915.75 2691 256 154 0 0 101 0 0 1
1,3572 0 0.0397536394 0 0 0 0 150 0 0 5590.74 2495 142 0 0 0 142 0 0 0
1,3670 0 0.0108991826 0 0 0 0 0 0 0 982.77 2603 40 0 0 0 40 0 0 0
0,3681 0 0.0573213801 0 0 0 0 150 0 0 3089.14 2730 211 100 0 0 111 0 0 0
0,3681 0 0.0127682695 0 0 0 0 150 0 0 522.91 2652 47 33 0 0 14 0 0 0
0,3681 0 0.036131486 0 0 0 0 2680 0 0 5876.78 2730 133 70 0 0 63 0 0 0
1,3428 0 0.1478996499 0 0 0 0 150 0 0 19207.39 2250 507 0 0 0 503 0 0 4
0,3681 0 0.0700896496 0 0 0 0 150 0 0 5277.94 2691 258 1 0 0 257 0 0 0
0,3681 0 0.0345014942 0 0 0 0 150 0 0 2380.47 2652 127 0 0 0 127 0 0 0
0,3681 0 0.0168432491 0 0 0 0 0 0 0 32994 2691 62 13 0 0 49 0 0 0
1,3642 0 0.0656232839 0 0 0 0 1200 0 0 6743.2198 2593 239 4 0 0 235 0 0 0
1,3639 0 0.0159384446 -237.09 0 0 0 300 0 0 2304.6 2593 58 17 0 0 41 0 0 0
0,3681 0 0.0741646292 0 0 0 0 150 0 0 6774.93 2691 273 190 0 0 83 0 0 0
1,3489 0 0.0630553167 -567 0 0 0 150 0 0 8939.91 2348 220 63 0 0 154 0 0 3
0,3681 0 0.0187449063 0 0 0 0 150 0 0 2538.01 2691 69 21 0 0 48 0 0 0
0,3681 0 0.0122249389 0 0 0 0 105 0 0 3689.51 2691 45 0 0 0 45 0 0 0
0,3681 0 0.0364031513 0 0 0 0 0 0 0 5032.1 2691 134 72 0 0 62 0 0 0
1,3373 0 0.0406166617 0 0 0 0 0 0 0 4767.23 2083 137 59 0 0 75 0 0 3
0,3681 0 0.0456397718 0 0 0 0 150 0 0 7446.59 2691 168 0 0 0 167 0 0 1
0,3681 0 0.0450964412 -563.83 0 0 0 150 0 0 4105.6 2691 166 0 0 0 166 0 0 0
1,3496 0 0.0025743707 0 0 0 0 1350 0 0 159 2397 9 0 0 0 7 0 0 2
0,3681 0 0.011409943 0 0 0 0 200 0 0 2009.25 2691 42 0 0 0 42 0 0 0
1,3489 0 0.09429636 0 0 0 0 150 0 0 7858.9 2465 329 111 0 0 218 0 0 0
0,3681 0 0.1366476501 0 0 0 0 150 0 0 22414.66 2691 503 0 0 0 502 0 0 1
1,3377 0 0.1679005034 0 0 0 0 150 0 0 18918.21 2123 567 442 0 0 124 0 0 1
1,3565 0 0.0566619916 0 0 0 0 0 0 0 21027.86 2210 202 0 0 0 201 0 0 1
0,3681 0 0.0298831839 0 0 0 0 150 0 0 2234.41 2691 110 34 0 0 74 0 0 2
0,3681 0 0.0263515349 0 0 0 0 0 0 0 2577.99 2691 97 37 0 0 59 0 0 1
0,3681 0 0.0008149959 0 0 0 0 140 0 0 64.25 2769 3 0 0 0 3 0 0 0
1,3642 0 0.0365183965 0 0 0 0 150 0 0 5790.83 2593 133 0 0 0 130 0 0 3
1,3428 0 0.1505250875 0 0 0 0 0 0 0 33040.1 2250 516 243 0 0 272 0 0 1
1,3443 0 0.0165553297 0 0 0 0 150 0 0 2538.41 2299 57 0 0 0 57 0 0 0
1,3672 -40 0.0117102397 0 0 0 0 150 0 0 513.57 2643 43 0 0 0 42 0 0 1
0,3681 0 0.0899212171 -50.9 0 0 0 150 0 0 4790.2 2691 331 112 0 0 217 0 0 2
0,3681 0 0.0774246129 0 0 0 0 150 0 0 11353.52 2262 285 179 0 0 105 0 0 1
1,3328 0 0.0141225962 0 0 0 0 150 0 0 268.414 2220 47 26 0 0 20 0 0 1
0,3681 0 0.0179299104 0 0 0 0 150 0 0 1566.9 2730 66 0 0 0 65 0 0 1
0,3681 0 0.0630263515 0 0 0 0 150 0 0 13712 2808 232 0 0 0 232 0 0 0
0,3681 0 0.0138549307 0 0 0 0 150 0 0 2663.68 2691 51 0 0 0 46 0 0 5
1,3498 0 0.0468839337 0 0 0 0 150 0 0 5517.34 2397 164 129 0 0 35 0 0 0
0,3681 -40 0.0657430046 0 0 0 0 150 0 0 9646.25 2682 242 0 0 0 241 0 0 1
0,3681 0 0.050258082 0 0 0 0 150 0 0 5174.62 2730 185 148 0 0 37 0 0 0
0,3681 0 0.0206465634 0 0 0 0 150 0 0 2515.75 2730 76 0 0 0 76 0 0 0
0,3681 0 0.0459114371 0 0 0 0 150 0 0 5459.78 2720 169 0 0 0 169 0 0 0
0,3681 0 0.0926378701 0 0 0 0 300 0 0 5951.82 2691 341 188 0 0 152 0 0 1
1,3489 0 0.0315276584 0 0 0 0 150 0 0 2305.81 2348 110 73 0 0 37 0 0 0
0,3681 0 0.0407497963 0 0 0 0 0 0 0 4286.97 2681 150 45 0 0 102 0 0 3
0,3681 0 0.0415647922 0 0 0 0 35 0 0 4783.45 2808 153 76 0 0 77 0 0 0
0,3681 0 0.0317848411 0 0 0 0 35 0 0 7899.06 2691 117 0 0 0 113 0 0 4
0,3681 0 0.0918228742 0 0 0 0 32 0 0 7813.52 2730 338 266 0 0 72 0 0 0
1,3364 0 0.0270511296 0 0 0 0 150 0 0 1769.08 2230 91 26 0 0 65 0 0 0
1,3674 0 0 0 0 0 0 108 0 0 0 0 0 0 0 0 0 0 0 0
0,3681 0 0.1208910622 0 0 0 0 5 0 0 20076.28 2730 445 215 0 0 230 0 0 0
0,3681 0 0.0078782939 0 0 0 0 3600 0 0 1228.05 2691 29 0 0 0 27 0 0 2
1,3441 0 0.0319674513 -655 0 0 0 150 0 0 2589.49 2338 110 50 0 0 59 0 0 1
0,3681 0 0.0190165716 0 0 0 0 0 0 0 990.02 2759 70 44 0 0 26 0 0 0
0,3681 0 0.061668025 0 0 0 0 0 0 0 5844.32 2730 227 161 0 0 66 0 0 0
0,3681 0 0.0383048085 0 0 0 0 150 0 0 2747.4 2730 141 90 0 0 50 0 0 1
0,3681 0 0.0464547677 0 0 0 0 1200 0 0 5770.38 2730 171 90 0 0 80 0 0 1
0,3681 0 0.0336864982 0 0 0 0 750 0 0 2480.16 2642 124 51 0 0 72 0 0 1
1,3642 0 0.012081274 0 0 0 0 150 0 0 541.71 2632 44 41 0 0 3 0 0 0
0,3681 0 0 0 0 0 0 150 0 0 0 2808 0 0 0 0 0 0 0 0
1,3411 0 0.0946936382 0 0 0 0 150 0 0 11191.53 2250 323 46 0 0 277 0 0 0
0,3681 0 0.0714479761 0 0 0 0 150 0 0 21481.02 2691 263 0 0 0 255 0 0 8
0,3681 0 0.0964411845 0 0 0 0 150 0 0 9835.76 2691 355 276 0 0 79 0 0 0
1,3489 0 0.0286615076 0 0 0 0 2000 0 0 4450.44 2348 100 17 0 0 83 0 0 0
0,3681 0 0.050258082 0 0 0 0 1200 0 0 2471.22 2808 185 81 0 0 101 0 0 3
1,3439 0 0.0910148299 0 0 0 0 300 0 0 15315.02 2299 313 0 0 0 312 0 0 1
1,3482 0 0.1154508903 0 0 0 0 150 0 0 16136.86 2348 402 0 0 0 401 0 0 1
0,3681 0 0.0146699267 0 0 0 0 150 0 0 2492.75 2691 54 36 0 0 17 0 0 1
0,3681 0 0.1021461559 0 0 0 0 150 0 0 11404.97 2730 376 256 0 0 119 0 0 1
1,3639 0 0.1148667216 0 0 0 0 150 0 0 20539.81 2593 418 252 0 0 164 0 0 2
0,3681 0 0.0019016572 0 0 0 0 150 0 0 470.5 2671 7 7 0 0 0 0 0 0
1,3390 0 0.0392330383 0 0 0 0 450 0 0 1365.25 2240 133 0 0 0 131 0 0 2
1,3663 0 0.1384111384 0 0 0 0 150 0 0 12718.11 2642 507 417 0 0 90 0 0 0
1,3566 0 0.1295569265 0 0 0 0 0 0 0 20298.62 2339 462 354 0 0 107 0 0 1
0,3681 0 0.0239065471 0 0 0 0 150 0 0 2838.29 2769 88 4 0 0 84 0 0 0
0,3681 0 0.0162999185 0 0 0 0 150 0 0 1301.55 2740 60 49 0 0 9 0 2 0
0,3681 0 0.0162999185 0 0 0 0 0 0 0 1058.09 2691 60 41 0 0 18 0 0 1
0,3681 -120 0.0298831839 0 0 0 0 300 0 0 4147.23 2751 110 1 0 0 107 0 0 2
1,3380 0 0.0292899408 0 0 0 0 150 0 0 4825.41 2279 99 61 0 0 38 0 0 0
1,3513 0 0 0 0 0 0 176.33 0 0 0 0 0 0 0 0 0 0 0 0
0,3681 0 0.0152132573 0 0 0 0 150 0 0 2738.5 2847 56 34 0 0 22 0 0 0
0,3681 -748 0.0244498778 0 0 0 0 105 0 0 2731.8 2671 90 18 0 0 71 0 1 0
1,3458 0 0.013880856 0 0 0 0 150 0 0 4462.5 2299 48 0 0 0 48 0 0 0
0,3681 0 0.032599837 0 0 0 0 1200 0 0 1102.25 2691 120 0 0 0 120 0 0 0
0,3681 -300 0.1179027438 0 0 0 0 150 0 0 18001.894 2762 434 333 0 0 99 0 0 2
1,3489 0 0.0882774434 0 0 0 0 150 0 0 12374.614 2348 308 122 0 0 186 0 0 0
1,3513 0 0.0338741816 0 0 0 0 150 0 0 2878.12 2436 119 0 0 0 119 0 0 0
1,3553 0 0.0281452294 -49 0 0 0 150 0 0 6738.15 2495 100 21 0 0 77 0 0 2
0,3681 0 0.0304265145 0 0 0 0 45 0 0 4534.75 2691 112 98 0 0 14 0 0 0
0,3681 0 0.0293398533 0 0 0 0 150 0 0 8040.44 2769 108 101 0 0 7 0 0 0
0,3681 0 0.0874762293 0 0 0 0 0 0 0 4627.92 2730 322 238 0 0 84 0 0 0
0,3681 0 0.0266232002 0 0 0 0 32 0 0 9916.15 2808 98 55 0 0 43 0 0 0
0,3681 0 0.0643846781 0 0 0 0 150 0 0 8489.73 2730 237 102 0 0 132 0 0 3
0,3681 0 0.0024449878 0 0 0 0 1200 0 0 132.58 2691 9 0 0 0 8 0 0 1
1,3638 0 0.0030236394 -539 0 0 0 0 0 0 0 2554 11 0 0 0 11 0 0 0
0,3681 0 0.010594947 0 0 0 0 150 0 0 1121.59 2691 39 0 0 0 39 0 0 0
0,3681 0 0.0201032328 0 0 0 0 150 0 0 2192.95 2730 74 60 0 0 14 0 0 0
0,3681 0 0.0084216246 0 0 0 0 1600 0 0 721.05 2769 31 2 0 0 29 0 0 0
1,3576 0 0.0164988814 0 0 0 0 150 0 0 952.82 2534 59 42 0 0 17 0 0 0
1,3357 0 0.0053619303 0 0 0 0 0 0 0 1289.91 2269 18 0 0 0 18 0 0 0
1,3634 0 0.0044028619 0 0 0 0 150 0 0 0 2632 16 0 0 0 16 0 0 0
1,3427 0 0 0 0 0 0 0 0 0 0 2250 0 0 0 0 0 0 0 0
0,3681 0 0.065199674 0 0 0 0 150 0 0 5208.83 2691 240 158 0 0 82 0 0 0
0,3681 0 0.0054333062 0 0 0 0 35 0 0 845.12 2691 20 2 0 0 18 0 0 0
0,3681 0 0.1230643847 0 0 0 0 150 0 0 14391.85 2691 453 152 0 0 301 0 0 0
1,3568 0 0.1356502242 0 0 0 0 350 0 0 18215.24 2495 484 131 0 0 351 0 0 2
1,3440 0 0.0622093023 0 0 0 0 35 0 0 3787.87 2299 214 9 0 0 205 0 0 0
1,3679 0 0.0323457461 0 0 0 0 150 0 0 4897.49 2769 119 0 0 0 118 0 0 1
1,3625 0 0.0055172414 0 0 0 0 150 0 0 391.04 2710 20 0 0 0 20 0 0 0
0,3681 -720 0.0785112741 0 0 0 0 450 0 0 19661.18 2931 289 135 0 0 154 0 0 0
0,3681 0 0.0130399348 0 0 0 0 150 0 0 1874.91 2730 48 0 0 0 48 0 0 0
1,3443 0 0.0691257624 -277 0 0 0 0 0 0 7436.52 2299 238 198 0 0 40 0 0 0
1,3421 0 0.0160771704 -196 0 0 0 150 0 0 13 2289 55 0 0 0 55 0 0 0
1,3387 0 0.0327723649 0 0 0 0 150 0 0 4967.41 2201 111 0 0 0 111 0 0 0
0,3681 0 0.0078782939 -910 0 0 0 300 0 0 4492.25 2691 29 0 0 0 25 0 0 4
1,3540 0 0.1 0 0 0 0 32 0 0 43704.43 2446 354 1 0 0 352 0 0 1
0,3681 0 0.0997011682 0 0 0 0 0 0 0 39726.02 2652 367 53 0 0 314 0 0 0
0,3681 -40 0.0271665308 0 0 0 0 150 0 0 2523.63 2662 100 4 0 0 96 0 0 0
0,3681 0 0.0554197229 0 0 0 0 300 0 0 4586.1 2691 204 2 0 0 202 0 0 0
0,3681 0 0.0448247759 0 0 0 0 150 0 0 2705.56 2798 165 0 0 0 164 0 0 1
1,3490 0 0.0710601719 0 0 0 0 350 0 0 7165.71 2397 248 170 0 0 78 0 0 0
0,3681 0 0.018473241 0 0 0 0 150 0 0 5941.71 2574 68 0 0 0 68 0 0 0
0,3681 0 0.0478130943 0 0 0 0 300 0 0 5514.16 2730 176 2 0 0 172 0 0 2
1,3677 0 0.0829480555 0 0 0 0 150 0 0 24929.65 2691 305 261 0 0 44 0 0 0
0,3681 0 0.0529747351 0 0 0 0 150 0 0 6968.86 2603 195 0 0 0 195 0 0 0
0,3681 0 0.0097799511 0 0 0 0 150 0 0 857.28 2691 36 11 0 0 25 0 0 0
0,3681 0 0.0301548492 0 0 0 0 150 0 0 4236.26 2808 111 80 0 0 31 0 0 0
1,3575 0 0.078041958 0 0 0 0 150 0 0 8711.62 2495 279 32 0 0 245 0 0 2
0,3681 0 0.0143982613 0 0 0 0 640 0 0 4186 1752 53 51 0 0 2 0 0 0
1,3637 0 0.0750618642 0 0 0 0 150 0 0 17546.46 2632 273 0 0 0 271 0 0 2
1,3490 0 0.0790830946 0 0 0 0 150 0 0 7610.44 2436 276 48 0 0 227 0 0 1
0,3681 -594 0.0630263515 0 0 0 0 300 0 0 6967.93 3559.25 232 179 0 0 53 0 0 0
0,3681 -594 0.0423797881 0 0 0 0 150 0 0 4877.25 3620.5 156 124 0 0 31 0 0 1
0,3681 -544.5 0.0282531921 -703 0 0 0 150 0 0 38274.76 3411.75 104 0 0 0 102 0 0 2
0,3681 -594 0.0551480576 0 0 0 0 0 0 0 2612.89 3559.25 203 23 0 0 180 0 0 0
1,3370 -297 0.0492581602 0 0 0 0 150 0 0 2575.4 2674.25 166 144 0 0 22 0 0 0
1,3378 -346.5 0.0748963884 0 0 0 0 0 0 0 5619.49 2821.75 253 4 0 0 249 0 0 0
0,3681 -1182 0.0162999185 0 0 0 0 530 0 0 1081 3620.5 60 26 0 0 34 0 0 0
1,3378 -346.5 0.108348135 0 0 0 0 150 0 0 5642 2883 366 277 0 0 89 0 0 0
0,3681 -594 0.0486280902 0 0 0 0 200 0 0 7552.1 3559.25 179 49 0 0 129 0 0 1
1,3434 -396 0.0151426907 0 0 0 0 150 0 0 617.7 2969.25 52 0 0 0 51 0 0 1
1,3435 -396 0.1147016012 0 0 0 0 150 0 0 11715.48 2969.25 394 65 0 0 329 0 0 0
1,3329 -297 0.0381495945 0 0 0 0 300 0 0 6830.12 2613 127 0 0 0 127 0 0 0
1,3664 -569.25 0.1288209607 0 0 0 0 0 0 0 24208.09 3485.5 472 441 0 0 31 0 0 0
1,3635 -544.5 0.0464924347 0 0 0 0 150 0 0 4908.86 3473 169 48 0 0 121 0 0 0
1,3320 -297 0.0469879518 0 0 0 0 150 39 0 1455.57 2674.25 156 41 0 0 114 1 0 0
0,3681 -594 0.0570497148 0 0 0 0 0 0 0 3418.27 3620.5 210 135 0 0 75 0 0 0
1,3638 -346.5 0 -49 0 0 0 70 0 0 0 2821.75 0 0 0 0 0 0 0 0
0,3681 -594 0.0388481391 0 0 0 0 150 0 0 3017.69 3559.25 143 117 0 0 26 0 0 0
1,3575 -495 0.026013986 0 0 0 0 1200 0 0 3198.38 3264.25 93 0 0 0 93 0 0 0
0,3681 -594 0.0230915512 0 0 0 0 0 0 0 2048.039 3620.5 85 4 0 0 81 0 0 0
1,3646 -544.5 0.027975864 0 0 0 0 150 0 0 4700.77 3372.75 102 1 0 0 101 0 0 0
0,3681 -594 0.0116816083 0 0 0 0 150 0 0 320.55 3559.25 43 0 0 0 43 0 0 0
0,3681 -594 0.0244498778 0 0 0 0 0 0 0 1579.92 3559.25 90 0 0 0 90 0 0 0
1,3525 0 0.0087943262 -49 0 0 0 0 0 0 585 2115 31 0 0 0 31 0 0 0
0,3681 -594 0.0081499593 0 0 0 0 150 0 0 194.65 3559.25 30 0 0 0 30 0 0 0
0,3681 -299 0.0823145884 0 0 0 0 70 0 0 5402.33 3264.25 303 0 0 0 301 0 0 2
1,3427 -371.25 0 0 0 0 0 150 0 0 0 2895.5 0 0 0 0 0 0 0 0
0,3681 -594 0.0173865797 -65 0 0 0 300 0 0 17961 3559.25 64 6 0 0 54 0 0 3
0,3681 -594 0 0 0 0 0 150 0 0 0 3559.25 0 0 0 0 0 0 0 0
0,3681 -594 0.0472697637 -950 0 0 0 600 0 0 8414.42 3559.25 174 2 0 0 172 0 0 0
0,3681 -1530 0.0915512089 0 0 0 0 150 0 0 5038.37 3498 337 259 0 0 78 0 0 0
1,3559 -470.25 0.0396178702 0 0 0 0 1350 0 0 3322.25 3190.5 141 63 0 0 77 0 0 1
0,3681 -594 0 0 0 0 0 150 0 0 0 3498 0 0 0 0 0 0 0 0
1,3434 -396 0.0844496214 0 2635 0 0 150 0 0 8602.16 2969.25 290 186 10 0 89 0 0 5
1,3519 -445.5 0.0801364024 0 0 0 0 0 0 0 5734.41 3061 282 0 0 0 280 0 0 2
1,3434 -396 0 0 0 0 0 150 0 0 0 2969.25 0 0 0 0 0 0 0 0
0,3681 -1182 0.0350448248 0 0 0 0 70 0 0 2971.98 3559.25 129 77 0 0 50 0 0 2
0,3681 -594 0.0806845966 0 0 0 0 150 0 0 7369.774 3559.25 297 5 0 0 292 0 0 0
0,3681 -594 0.0029883184 0 0 0 0 0 0 0 170.64 3442.25 11 0 0 0 10 0 0 1
1,3489 -420.75 0.0002866151 0 0 0 0 150 0 0 90.33 3104.25 1 0 0 0 1 0 0 0
0,3681 -594 0 0 0 0 0 300 0 0 0 3498 0 0 0 0 0 0 0 0
1,3488 -420.75 0 0 0 0 0 150 0 0 0 2981.75 0 0 0 0 0 0 0 0
0,3681 -594 0.0198315675 0 0 0 0 150 0 0 1289.38 3559.25 73 0 0 0 73 0 0 0
1,3380 -346.5 0 0 0 0 0 0 0 0 0 2760.5 0 0 0 0 0 0 0 0
1,3355 -321.75 0.0029806259 0 0 0 0 150 0 0 172 2748 10 0 0 0 10 0 0 0
0,3681 -594 0 0 0 0 0 220 0 0 0 3498 0 0 0 0 0 0 0 0
1,3611 0 0.0074771531 0 0 0 0 1200 0 0 1074.5 1593 27 0 0 0 27 0 0 0
